carat,cut,color,clarity,price,x,y,z
0.55,Ideal,G,VS1,1856,5.28,5.23,3.23
0.55,Ideal,E,VS1,1857,5.27,5.23,3.23
0.59,Very Good,E,VS2,1857,5.36,5.4,3.32
0.53,Premium,D,VS2,1857,5.23,5.26,3.17
0.53,Ideal,D,VS2,1857,5.2,5.23,3.19
0.53,Ideal,D,VS2,1857,5.14,5.17,3.21
0.53,Ideal,D,VS2,1857,5.16,5.19,3.22
0.53,Ideal,D,VS2,1857,5.17,5.2,3.22
0.53,Ideal,D,VS2,1857,5.21,5.23,3.22
0.53,Ideal,D,VS2,1857,5.2,5.26,3.2
0.53,Ideal,D,VS2,1857,5.14,5.18,3.23
0.53,Very Good,E,VS2,1857,5.19,5.23,3.25
0.53,Ideal,D,VS2,1857,5.24,5.26,3.16
0.53,Ideal,D,VS2,1857,5.21,5.25,3.21
0.53,Ideal,D,VS2,1857,5.24,5.28,3.19
0.53,Premium,D,VS2,1857,5.2,5.24,3.21
0.53,Ideal,D,VS2,1857,5.17,5.23,3.2
0.53,Ideal,D,VS2,1857,5.2,5.23,3.2
0.53,Ideal,D,VS2,1857,5.21,5.25,3.2
0.55,Ideal,F,VS1,1857,5.29,5.33,3.24
0.5,Ideal,G,SI1,1857,5.16,5.2,3.12
0.52,Ideal,G,VVS2,1858,5.22,5.26,3.19
0.5,Ideal,G,VVS2,1858,5.07,5.05,3.18
0.5,Good,G,VVS2,1858,5.08,5.04,3.22
0.75,Premium,D,SI2,1858,5.88,5.83,3.59
0.72,Premium,I,SI1,1858,5.83,5.78,3.53
0.51,Ideal,G,VVS2,1859,5.11,5.15,3.19
0.76,Ideal,J,SI1,1859,5.85,5.92,3.64
0.75,Very Good,J,SI1,1859,5.81,5.92,3.62
0.64,Ideal,E,SI1,1859,5.54,5.47,3.45
0.48,Ideal,G,IF,1859,5.03,5.1,3.12
0.52,Very Good,D,VS1,1860,5.03,5.13,3.18
0.7,Good,E,SI2,1860,5.65,5.6,3.5
0.61,Very Good,G,VS2,1861,5.44,5.47,3.38
0.71,Very Good,J,SI1,1861,5.82,5.85,3.45
0.6,Ideal,G,VS2,1861,5.49,5.51,3.32
0.6,Ideal,G,VS2,1861,5.43,5.47,3.38
0.59,Good,F,VS1,1861,5.43,5.5,3.31
0.65,Ideal,E,SI1,1862,5.57,5.6,3.45
0.58,Premium,E,VS2,1862,5.47,5.43,3.24
0.6,Good,E,SI1,1863,5.31,5.36,3.35
0.69,Premium,H,VS2,1863,5.77,5.74,3.5
0.83,Ideal,H,SI2,1863,6.08,5.99,3.73
0.57,Ideal,D,VS2,1864,5.29,5.34,3.3
0.72,Ideal,J,SI1,1864,5.76,5.8,3.57
0.72,Ideal,J,SI1,1864,5.76,5.8,3.58
0.72,Ideal,J,SI1,1864,5.75,5.78,3.59
0.56,Premium,E,VS2,1864,5.38,5.33,3.27
0.49,Very Good,G,IF,1865,5.16,5.19,3.09
0.53,Ideal,G,VVS2,1865,5.27,5.29,3.17
0.5,Ideal,G,VVS1,1865,5.09,5.14,3.18
0.5,Ideal,G,VVS1,1865,5.08,5.13,3.17
0.5,Ideal,G,VVS1,1865,5.13,5.16,3.18
0.55,Ideal,F,VS2,1865,5.29,5.25,3.24
0.57,Ideal,D,VS2,1865,5.3,5.33,3.28
0.47,Ideal,H,IF,1865,4.99,5.02,3.1
0.47,Ideal,H,IF,1865,4.97,5.0,3.11
0.7,Fair,H,SI1,1865,5.59,5.55,3.65
0.7,Good,H,SI1,1865,5.62,5.59,3.6
0.7,Fair,H,SI1,1865,5.58,5.54,3.63
0.58,Ideal,F,VS1,1865,5.37,5.33,3.31
0.74,Fair,E,I1,1865,6.03,5.89,3.47
0.56,Premium,D,SI1,1865,5.28,5.21,3.27
0.74,Good,G,SI1,1865,5.69,5.62,3.63
0.74,Good,G,SI1,1865,5.73,5.71,3.64
0.72,Ideal,G,SI2,1866,5.73,5.69,3.53
0.72,Very Good,J,SI1,1866,5.75,5.8,3.53
0.59,Premium,I,IF,1866,5.38,5.41,3.3
0.54,Ideal,F,VS1,1866,5.26,5.21,3.19
0.6,Ideal,F,VS2,1866,5.39,5.37,3.34
0.67,Very Good,H,VS2,1867,5.56,5.6,3.51
0.55,Very Good,D,VS2,1867,5.31,5.35,3.19
0.5,Ideal,G,VVS2,1867,5.13,5.17,3.16
0.53,Ideal,G,VVS2,1867,5.2,5.23,3.23
0.7,Very Good,I,VS2,1867,5.63,5.67,3.55
0.7,Very Good,I,VS2,1867,5.59,5.62,3.53
0.38,Ideal,D,VVS1,1867,4.72,4.74,2.85
0.61,Ideal,I,VVS2,1867,5.51,5.47,3.4
0.54,Ideal,G,VVS2,1868,5.22,5.27,3.26
0.44,Ideal,E,VVS1,1868,4.92,4.95,3.03
0.57,Ideal,G,VS1,1868,5.31,5.34,3.3
0.54,Ideal,G,VS1,1868,5.26,5.3,3.24
0.52,Ideal,D,VS2,1868,5.21,5.18,3.17
0.52,Premium,D,VS2,1868,5.2,5.15,3.2
0.52,Ideal,D,VS2,1868,5.17,5.13,3.2
0.71,Very Good,J,VS2,1869,5.77,5.82,3.48
0.58,Premium,F,VS2,1869,5.38,5.36,3.35
0.57,Ideal,F,VS2,1869,5.34,5.37,3.25
0.75,Fair,J,VS1,1869,5.8,5.7,3.56
0.59,Very Good,H,VVS1,1870,5.35,5.38,3.42
0.51,Ideal,F,VS1,1870,5.14,5.18,3.18
0.62,Very Good,I,VVS1,1871,5.4,5.44,3.42
0.51,Very Good,G,VVS1,1871,5.04,5.09,3.2
0.57,Very Good,F,VS1,1871,5.36,5.39,3.24
0.63,Premium,G,VS2,1871,5.54,5.51,3.4
0.55,Ideal,F,VS2,1871,5.31,5.29,3.27
0.55,Ideal,F,VS2,1871,5.27,5.25,3.26
0.58,Very Good,G,VVS2,1872,5.35,5.4,3.34
0.51,Good,G,VVS1,1872,5.08,5.11,3.22
0.52,Ideal,F,VS1,1872,5.2,5.16,3.18
0.47,Ideal,E,VS1,1872,5.01,5.05,3.08
0.52,Ideal,F,VS1,1872,5.18,5.14,3.21
0.52,Ideal,H,VVS1,1872,5.23,5.2,3.15
0.52,Ideal,F,VS1,1872,5.16,5.13,3.19
0.52,Premium,F,VS1,1872,5.17,5.14,3.18
0.52,Ideal,F,VS1,1872,5.2,5.16,3.17
0.52,Ideal,F,VS1,1872,5.21,5.16,3.23
0.64,Very Good,G,VS2,1873,5.44,5.5,3.43
0.51,Premium,D,VS1,1873,5.24,5.21,3.11
0.51,Ideal,D,VS1,1873,5.13,5.08,3.19
0.51,Ideal,D,VS1,1873,5.13,5.09,3.19
0.53,Very Good,E,VS1,1874,5.13,5.22,3.2
0.7,Ideal,J,VS2,1874,5.64,5.67,3.54
0.7,Ideal,J,VS2,1874,5.73,5.76,3.55
0.7,Ideal,J,VS2,1874,5.68,5.7,3.55
0.7,Ideal,I,SI2,1874,5.67,5.72,3.55
0.52,Very Good,E,VS1,1875,5.31,5.38,3.16
0.71,Very Good,I,SI2,1875,5.64,5.67,3.6
0.51,Ideal,G,VVS2,1875,5.12,5.15,3.15
0.51,Premium,G,VVS2,1875,5.11,5.14,3.16
0.51,Very Good,G,VVS2,1875,5.13,5.18,3.18
0.51,Good,G,VVS2,1875,5.07,5.11,3.21
0.51,Very Good,G,VVS2,1875,5.12,5.15,3.16
0.51,Ideal,G,VVS2,1875,5.19,5.22,3.13
0.51,Ideal,G,VVS2,1875,5.1,5.16,3.17
0.51,Ideal,G,VVS2,1875,5.15,5.19,3.2
0.51,Very Good,G,VVS2,1875,5.09,5.12,3.21
0.51,Ideal,G,VVS2,1875,5.13,5.18,3.17
0.51,Ideal,G,VVS2,1875,5.15,5.19,3.16
0.51,Ideal,G,VVS2,1875,5.1,5.12,3.2
0.51,Premium,G,VVS2,1875,5.18,5.21,3.07
0.51,Ideal,G,VVS2,1875,5.15,5.18,3.16
0.51,Ideal,G,VVS2,1875,5.12,5.17,3.17
0.6,Premium,E,VS1,1875,5.46,5.39,3.31
0.54,Ideal,H,VVS1,1875,5.23,5.27,3.22
0.51,Ideal,F,VS2,1875,5.15,5.1,3.21
0.6,Ideal,F,VS2,1875,5.43,5.46,3.37
0.59,Ideal,E,VS2,1875,5.4,5.42,3.36
0.7,Premium,G,SI2,1875,5.75,5.72,3.5
0.72,Premium,J,VS1,1875,5.72,5.67,3.59
0.7,Very Good,I,SI2,1876,5.8,5.83,3.42
0.57,Ideal,G,VS1,1876,5.4,5.42,3.26
0.58,Ideal,H,VS2,1876,5.36,5.39,3.32
0.58,Ideal,D,VS2,1876,5.37,5.41,3.3
0.51,Ideal,H,VVS2,1877,5.11,5.14,3.16
0.51,Ideal,G,VVS2,1877,5.11,5.15,3.18
0.61,Very Good,H,VVS2,1877,5.4,5.42,3.4
0.61,Premium,D,SI1,1877,5.4,5.45,3.38
0.51,Very Good,D,VS2,1877,5.16,5.19,3.11
0.51,Ideal,E,VS2,1877,5.17,5.21,3.15
0.73,Ideal,J,SI1,1877,5.78,5.81,3.58
0.53,Premium,D,VS2,1877,5.18,5.14,3.22
0.53,Ideal,D,VS2,1877,5.24,5.17,3.17
0.79,Premium,G,SI2,1877,6.0,5.98,3.61
0.59,Very Good,G,VS1,1878,5.35,5.39,3.33
0.62,Ideal,H,VS1,1878,5.47,5.51,3.37
0.52,Ideal,G,VVS2,1878,5.18,5.15,3.18
0.52,Ideal,G,VVS2,1878,5.2,5.17,3.15
0.7,Good,F,SI1,1878,5.55,5.49,3.55
0.52,Ideal,G,VVS2,1878,5.22,5.2,3.19
0.55,Very Good,G,VVS2,1879,5.39,5.47,3.1
0.51,Ideal,H,IF,1879,5.14,5.17,3.21
0.51,Ideal,H,IF,1879,5.14,5.18,3.2
0.72,Premium,J,SI1,1879,5.77,5.74,3.57
0.58,Premium,D,SI1,1879,5.46,5.37,3.26
0.53,Very Good,F,VVS2,1880,5.27,5.31,3.16
0.64,Ideal,H,SI1,1880,5.54,5.57,3.43
0.64,Ideal,H,SI1,1880,5.56,5.57,3.44
0.53,Ideal,G,VVS2,1881,5.18,5.22,3.2
0.53,Ideal,G,VVS2,1881,5.26,5.3,3.19
0.55,Very Good,H,VVS1,1881,5.26,5.35,3.24
0.55,Ideal,F,VS1,1881,5.25,5.29,3.26
0.71,Good,J,VS1,1881,5.62,5.66,3.57
0.55,Ideal,F,VS1,1881,5.26,5.29,3.27
0.55,Ideal,F,VS1,1881,5.23,5.29,3.24
0.52,Ideal,G,VVS1,1881,5.16,5.2,3.19
0.55,Premium,G,VS1,1881,5.3,5.25,3.27
0.55,Ideal,G,VS1,1881,5.32,5.29,3.23
0.55,Ideal,G,VS1,1881,5.32,5.29,3.27
0.55,Premium,E,VS2,1881,5.28,5.25,3.24
0.55,Premium,E,VS2,1881,5.32,5.26,3.2
0.55,Premium,E,VS2,1881,5.29,5.27,3.24
0.65,Fair,F,VS2,1881,5.7,5.62,3.3
0.75,Premium,F,SI2,1881,5.96,5.92,3.55
0.51,Ideal,D,VS2,1882,5.18,5.16,3.16
0.51,Very Good,D,VS1,1882,5.07,5.1,3.22
0.51,Ideal,D,VS1,1882,5.09,5.12,3.18
0.67,Good,I,VVS2,1882,5.74,5.78,3.4
0.56,Ideal,H,VVS1,1882,5.3,5.26,3.29
0.51,Ideal,D,VS2,1882,5.19,5.16,3.15
0.51,Premium,D,VS2,1882,5.24,5.18,3.11
0.51,Ideal,D,VS2,1882,5.17,5.15,3.18
0.51,Ideal,D,VS2,1882,5.18,5.15,3.19
0.51,Premium,D,VS2,1882,5.19,5.16,3.13
0.51,Ideal,D,VS2,1882,5.17,5.13,3.15
0.51,Ideal,D,VS2,1882,5.18,5.13,3.17
0.51,Ideal,D,VS2,1882,5.13,5.11,3.17
0.23,Very Good,D,VVS1,530,3.94,3.96,2.47
0.23,Very Good,D,VVS1,530,3.9,3.93,2.48
0.23,Very Good,D,VVS1,530,3.91,3.97,2.46
0.23,Very Good,F,IF,530,4.0,4.03,2.39
0.23,Ideal,F,VVS2,530,3.95,4.01,2.48
0.23,Ideal,F,VVS2,530,3.95,3.97,2.41
0.23,Ideal,F,VVS2,530,3.92,3.98,2.45
0.23,Ideal,F,VVS2,530,3.93,3.96,2.44
0.23,Ideal,F,VVS2,530,3.99,4.03,2.42
0.23,Ideal,F,VVS2,530,3.98,4.02,2.44
0.23,Ideal,E,VVS2,530,3.92,3.99,2.47
0.23,Ideal,E,VVS2,530,3.91,3.96,2.47
0.23,Ideal,D,VVS2,530,3.92,3.97,2.45
0.23,Ideal,F,VVS1,530,3.9,3.92,2.45
0.31,Ideal,H,SI1,530,4.38,4.41,2.68
0.34,Ideal,D,I1,530,4.52,4.5,2.77
0.34,Ideal,D,I1,530,4.49,4.47,2.8
0.32,Premium,I,SI2,530,4.48,4.45,2.68
0.23,Very Good,E,VVS2,530,3.96,3.99,2.42
0.23,Very Good,E,VVS1,530,3.95,4.01,2.43
0.23,Very Good,E,VVS1,530,3.95,4.01,2.44
0.23,Very Good,E,VVS1,530,4.02,4.04,2.36
0.23,Very Good,E,VVS2,530,3.92,3.94,2.43
0.23,Good,E,VVS2,530,3.88,3.92,2.47
0.23,Very Good,D,VVS2,530,3.95,4.0,2.4
0.34,Ideal,G,SI1,531,4.49,4.54,2.79
0.34,Ideal,G,SI1,531,4.49,4.52,2.79
0.37,Ideal,G,SI1,531,4.64,4.66,2.84
0.31,Good,G,VS2,531,4.24,4.29,2.75
0.23,Premium,G,VVS1,531,3.96,3.94,2.42
0.51,Ideal,D,VS2,1882,5.14,5.11,3.15
0.51,Ideal,D,VS2,1882,5.14,5.11,3.16
0.51,Ideal,D,VS2,1882,5.14,5.11,3.17
0.51,Ideal,D,VS2,1882,5.14,5.11,3.2
0.51,Ideal,D,VS2,1882,5.16,5.11,3.19
0.51,Premium,D,VS2,1882,5.16,5.12,3.14
0.51,Ideal,D,VS2,1882,5.19,5.12,3.21
0.51,Ideal,D,VS2,1882,5.16,5.1,3.17
0.51,Ideal,D,VS2,1882,5.13,5.11,3.17
0.51,Ideal,D,VS2,1882,5.12,5.09,3.18
0.51,Ideal,D,VS2,1882,5.12,5.09,3.2
0.51,Ideal,D,VS2,1882,5.15,5.09,3.17
0.56,Ideal,E,VS2,1882,5.35,5.31,3.27
0.51,Premium,E,VVS2,1882,5.09,5.04,3.14
0.56,Premium,E,VS1,1882,5.38,5.31,3.21
0.51,Premium,F,VVS2,1882,5.19,5.1,3.15
0.56,Premium,E,VS2,1882,5.45,5.36,3.18
0.56,Premium,E,VS2,1882,5.36,5.28,3.24
0.54,Good,H,VVS2,1883,5.22,5.26,3.19
0.59,Premium,H,VVS1,1883,5.36,5.38,3.33
0.57,Very Good,E,VS1,1883,5.27,5.29,3.32
0.7,Very Good,F,SI2,1883,5.62,5.58,3.55
0.47,Ideal,E,VVS2,1883,4.97,5.0,3.09
0.5,Ideal,G,VVS1,1883,5.09,5.11,3.17
0.5,Ideal,G,VVS1,1883,5.1,5.13,3.18
0.5,Ideal,G,VVS1,1883,5.06,5.09,3.14
0.52,Ideal,E,VS1,1883,5.25,5.29,3.16
0.71,Very Good,I,SI1,1883,5.61,5.54,3.49
0.59,Ideal,E,VS2,1883,5.42,5.38,3.32
0.59,Premium,E,VS2,1883,5.43,5.39,3.37
0.71,Premium,H,SI1,1883,5.75,5.67,3.49
0.61,Very Good,E,VS2,1884,5.5,5.54,3.32
0.58,Premium,G,VS1,1884,5.35,5.41,3.31
0.58,Ideal,G,VS1,1884,5.3,5.34,3.33
0.58,Ideal,E,VS2,1884,5.35,5.38,3.32
0.58,Ideal,E,VS2,1884,5.39,5.41,3.3
0.58,Ideal,E,VS2,1884,5.33,5.38,3.3
0.58,Ideal,E,VS2,1884,5.33,5.37,3.31
0.58,Ideal,G,VS1,1884,5.32,5.35,3.31
0.57,Ideal,E,VS1,1884,5.32,5.36,3.29
0.57,Ideal,E,VS1,1884,5.33,5.38,3.24
0.51,Ideal,D,SI1,1884,5.18,5.2,3.15
0.5,Very Good,G,VVS1,1885,5.06,5.09,3.21
0.54,Very Good,D,VS2,1885,5.24,5.28,3.18
0.63,Very Good,D,SI1,1885,5.4,5.46,3.41
0.51,Good,G,VVS2,1885,5.27,5.35,3.06
0.66,Ideal,G,SI1,1885,5.64,5.6,3.47
0.72,Very Good,J,SI1,1886,5.87,5.93,3.44
0.52,Ideal,E,VS1,1886,5.18,5.22,3.19
0.59,Premium,H,VVS2,1886,5.42,5.33,3.35
0.5,Very Good,G,VVS1,1887,5.11,5.16,3.06
0.52,Ideal,G,VS1,1887,5.21,5.24,3.16
0.52,Ideal,E,VS2,1888,5.16,5.21,3.2
0.56,Ideal,H,VS1,1888,5.38,5.35,3.23
0.54,Very Good,E,VS1,1889,5.23,5.28,3.25
0.56,Ideal,G,VVS2,1889,5.24,5.28,3.29
0.7,Premium,H,SI1,1889,5.67,5.74,3.53
0.54,Very Good,F,VS2,1889,5.16,5.22,3.22
0.58,Ideal,D,VS2,1889,5.4,5.42,3.31
0.71,Ideal,J,SI1,1889,5.72,5.75,3.53
0.7,Very Good,H,SI2,1890,5.57,5.59,3.56
0.7,Very Good,H,SI2,1890,5.64,5.68,3.58
0.7,Very Good,I,SI1,1890,5.56,5.6,3.56
0.7,Very Good,I,SI1,1890,5.59,5.62,3.54
0.55,Ideal,D,VS1,1890,5.25,5.26,3.24
0.6,Ideal,E,SI1,1890,5.49,5.44,3.35
0.56,Ideal,G,VS1,1890,5.36,5.32,3.27
0.55,Ideal,F,VS1,1890,5.33,5.37,3.24
0.7,Premium,I,SI2,1890,5.68,5.64,3.53
0.7,Premium,I,SI2,1890,5.79,5.73,3.43
0.5,Fair,E,VS1,1890,5.35,5.31,2.95
0.7,Premium,F,SI2,1890,5.7,5.64,3.52
0.5,Very Good,F,VVS2,1891,5.1,5.13,3.13
0.59,Ideal,G,SI1,1891,5.41,5.43,3.32
0.54,Ideal,D,VS2,1892,5.25,5.29,3.22
0.54,Ideal,D,VS2,1892,5.21,5.24,3.23
0.54,Ideal,D,VS2,1892,5.22,5.25,3.2
0.54,Very Good,D,VS2,1892,5.24,5.37,3.24
0.54,Ideal,D,VS2,1892,5.22,5.26,3.21
0.54,Very Good,D,VS2,1892,5.16,5.24,3.21
0.54,Ideal,D,VS2,1892,5.19,5.29,3.2
0.54,Very Good,D,VS2,1892,5.26,5.3,3.2
0.54,Premium,D,VS2,1892,5.27,5.31,3.22
0.54,Ideal,D,VS2,1892,5.18,5.24,3.26
0.54,Premium,D,VS2,1892,5.21,5.26,3.22
0.54,Ideal,D,VS2,1892,5.22,5.26,3.24
0.5,Ideal,E,VS2,1892,5.15,5.21,3.13
0.73,Fair,I,SI2,1892,5.77,5.64,3.51
0.5,Very Good,D,VS1,1893,5.12,5.14,3.07
0.53,Ideal,G,VVS2,1893,5.18,5.22,3.23
0.52,Ideal,H,VVS1,1893,5.19,5.25,3.22
0.51,Ideal,G,VVS1,1893,5.16,5.19,3.13
0.5,Ideal,D,VS2,1893,5.11,5.14,3.16
0.52,Ideal,E,VS1,1893,5.16,5.2,3.21
0.58,Ideal,E,VS1,1893,5.33,5.27,3.32
0.5,Ideal,D,VS1,1893,5.13,5.17,3.14
0.62,Good,G,VS1,1893,5.37,5.47,3.39
0.55,Premium,D,VS2,1894,5.33,5.28,3.27
0.55,Ideal,D,VS2,1894,5.27,5.24,3.3
0.7,Very Good,E,SI2,1894,5.63,5.51,3.53
0.7,Very Good,H,SI2,1895,5.68,5.74,3.48
0.53,Ideal,G,VVS2,1895,5.19,5.23,3.18
0.51,Good,G,VVS2,1895,5.1,5.08,3.24
0.51,Very Good,G,VVS2,1895,5.09,5.06,3.22
0.51,Very Good,G,VVS2,1895,5.07,5.04,3.2
0.7,Fair,D,SI1,1895,6.04,5.99,3.14
0.7,Very Good,J,VS2,1896,5.86,5.9,3.42
0.6,Very Good,D,SI1,1896,5.4,5.44,3.37
0.6,Premium,D,SI1,1896,5.44,5.48,3.3
0.6,Premium,D,SI1,1896,5.42,5.45,3.35
0.55,Ideal,F,VS1,1896,5.26,5.3,3.25
0.76,Ideal,J,SI1,1896,5.82,5.85,3.67
0.7,Fair,J,VS2,1896,5.34,5.37,3.61
0.52,Ideal,G,VVS2,1897,5.18,5.2,3.18
0.52,Ideal,G,VVS2,1897,5.16,5.2,3.19
0.6,Ideal,E,VS2,1897,5.41,5.46,3.36
0.5,Ideal,G,VVS1,1897,5.08,5.11,3.17
0.67,Good,F,SI1,1897,5.64,5.69,3.41
0.52,Ideal,E,VS2,1897,5.27,5.21,3.17
0.46,Premium,D,VVS1,1898,5.0,5.04,3.01
0.71,Very Good,I,SI1,1898,5.66,5.69,3.51
0.58,Very Good,E,VS2,1899,5.4,5.39,3.29
0.7,Good,H,SI2,1899,5.59,5.63,3.45
0.7,Good,I,SI1,1899,5.62,5.65,3.58
0.71,Ideal,J,VS2,1899,5.72,5.76,3.58
0.58,Ideal,G,VS1,1899,5.43,5.48,3.3
0.58,Ideal,G,VS1,1899,5.32,5.35,3.32
0.57,Ideal,G,VS1,1899,5.36,5.39,3.26
0.58,Ideal,F,VS1,1899,5.34,5.37,3.33
0.51,Ideal,H,IF,1899,5.15,5.17,3.11
0.71,Ideal,J,SI2,1901,5.73,5.78,3.53
0.55,Ideal,F,VS1,1901,5.28,5.24,3.23
0.99,Fair,J,I1,1901,6.33,6.1,3.91
0.66,Ideal,E,SI1,1901,5.58,5.53,3.49
0.72,Ideal,H,SI2,1901,5.87,5.78,3.55
0.64,Premium,F,SI1,1901,5.62,5.57,3.36
0.57,Very Good,F,VVS2,1902,5.32,5.38,3.34
0.57,Very Good,F,VVS2,1902,5.28,5.32,3.35
0.71,Very Good,J,VS2,1902,5.68,5.72,3.57
0.71,Very Good,I,SI2,1902,5.61,5.7,3.52
0.71,Very Good,I,SI2,1902,5.67,5.74,3.53
0.51,Ideal,G,VVS2,1902,5.16,5.19,3.17
0.71,Good,G,SI2,1902,5.82,5.77,3.37
0.55,Ideal,G,VS1,1902,5.25,5.28,3.24
0.73,Ideal,J,SI1,1902,5.74,5.78,3.57
0.57,Fair,F,VVS2,1902,5.19,5.23,3.4
0.71,Premium,G,SI2,1902,5.91,5.88,3.43
0.58,Ideal,E,VS2,1903,5.32,5.36,3.3
0.5,Very Good,G,VVS2,1904,5.05,5.09,3.19
0.53,Very Good,G,VVS1,1904,5.29,5.33,3.2
0.7,Very Good,J,VS1,1904,5.66,5.73,3.47
0.72,Ideal,J,VS2,1904,5.76,5.81,3.52
0.61,Ideal,D,SI1,1904,5.46,5.48,3.36
0.61,Ideal,D,SI1,1904,5.49,5.51,3.39
0.53,Premium,D,VS2,1904,5.26,5.23,3.16
0.76,Premium,J,SI1,1904,6.01,5.97,3.51
0.55,Ideal,H,IF,1905,5.25,5.28,3.28
0.51,Ideal,H,IF,1905,5.14,5.2,3.21
0.73,Premium,J,SI1,1905,5.99,5.91,3.46
0.63,Premium,F,VS2,1905,5.53,5.5,3.39
0.58,Very Good,E,VS2,1906,5.4,5.44,3.23
0.57,Very Good,D,SI1,1906,5.4,5.34,3.21
0.52,Ideal,G,VVS2,1906,5.13,5.16,3.2
0.52,Ideal,G,VVS2,1906,5.12,5.15,3.22
0.52,Ideal,G,VVS2,1906,5.15,5.18,3.22
0.51,Good,E,VVS2,1906,5.03,5.07,3.2
0.64,Good,G,VS2,1906,5.43,5.45,3.49
0.7,Very Good,J,VS2,1907,5.61,5.65,3.49
0.53,Very Good,D,VS1,1907,5.25,5.32,3.14
0.72,Very Good,I,SI2,1907,5.67,5.72,3.61
0.53,Ideal,F,SI1,1908,5.3,5.27,3.17
0.4,Ideal,F,VVS1,1908,4.78,4.81,2.93
0.65,Ideal,H,SI1,1908,5.59,5.63,3.45
0.53,Ideal,F,VS1,1908,5.22,5.17,3.23
0.53,Ideal,F,VS1,1908,5.22,5.18,3.24
0.53,Ideal,F,VS1,1908,5.22,5.2,3.22
0.53,Ideal,F,VS1,1908,5.2,5.15,3.21
0.53,Ideal,F,VS1,1908,5.21,5.16,3.22
0.53,Premium,E,VS2,1908,5.33,5.26,3.1
0.53,Very Good,E,VS1,1909,5.19,5.25,3.27
0.77,Good,J,SI1,1909,5.79,5.84,3.68
0.77,Premium,J,SI1,1909,5.82,5.86,3.61
0.72,Good,I,SI1,1909,5.61,5.58,3.56
0.5,Premium,G,VVS2,1909,5.16,5.1,3.15
0.51,Ideal,E,VS2,1909,5.23,5.19,3.13
0.78,Ideal,H,SI2,1909,5.88,5.81,3.66
0.68,Premium,D,SI1,1909,5.72,5.66,3.4
0.74,Very Good,F,SI2,1909,5.76,5.72,3.62
0.52,Ideal,F,VS2,1909,5.26,5.23,3.15
0.67,Ideal,G,VS2,1910,5.7,5.67,3.49
0.64,Very Good,D,SI1,1910,5.47,5.52,3.5
0.56,Premium,D,VS2,1910,5.28,5.33,3.26
0.67,Premium,E,SI1,1910,5.74,5.72,3.39
0.59,Good,G,VS1,1910,5.38,5.43,3.26
0.52,Ideal,G,VVS2,1911,5.19,5.22,3.21
0.52,Premium,G,VVS2,1911,5.14,5.16,3.15
0.52,Ideal,G,VVS2,1911,5.16,5.21,3.15
0.52,Ideal,G,VVS2,1911,5.14,5.19,3.19
0.52,Ideal,G,VVS2,1911,5.24,5.26,3.14
0.52,Ideal,G,VVS2,1911,5.14,5.17,3.2
0.52,Ideal,G,VVS2,1911,5.17,5.19,3.23
0.52,Ideal,G,VVS2,1911,5.14,5.16,3.18
0.52,Ideal,G,VVS2,1911,5.18,5.24,3.18
0.52,Ideal,G,VVS2,1911,5.18,5.2,3.19
0.52,Ideal,G,VVS2,1911,5.14,5.16,3.19
0.52,Very Good,G,VVS2,1911,5.13,5.16,3.18
0.52,Ideal,G,VVS2,1911,5.13,5.17,3.2
0.52,Premium,G,VVS2,1911,5.15,5.2,3.16
0.52,Ideal,G,VVS2,1911,5.12,5.16,3.2
0.58,Ideal,G,VS1,1911,5.36,5.41,3.31
0.58,Ideal,G,VS1,1911,5.35,5.39,3.32
0.61,Ideal,H,VVS2,1911,5.53,5.47,3.31
0.6,Very Good,G,VS1,1912,5.4,5.44,3.34
0.56,Very Good,G,VS1,1912,5.37,5.41,3.23
0.5,Ideal,F,VVS2,1912,5.12,5.16,3.12
0.74,Good,J,VS2,1912,5.79,5.85,3.53
0.59,Ideal,D,SI1,1912,5.46,5.43,3.32
0.59,Premium,D,SI1,1912,5.41,5.38,3.36
0.59,Ideal,D,SI1,1912,5.4,5.37,3.33
0.52,Very Good,G,VVS1,1913,5.18,5.24,3.17
0.74,Very Good,J,SI1,1913,5.74,5.81,3.59
0.54,Premium,D,VS2,1913,5.28,5.24,3.24
0.54,Ideal,D,VS2,1913,5.24,5.23,3.24
0.54,Premium,D,VS2,1913,5.26,5.21,3.23
0.57,Very Good,H,VVS1,1914,5.4,5.43,3.23
0.48,Very Good,F,VVS1,1914,5.02,5.05,3.13
0.72,Very Good,J,VS1,1914,5.67,5.69,3.53
0.54,Ideal,G,VVS2,1914,5.25,5.3,3.22
0.54,Ideal,G,VVS2,1914,5.25,5.28,3.22
0.54,Ideal,G,VVS2,1914,5.23,5.26,3.23
0.76,Good,I,SI1,1914,5.73,5.75,3.68
0.53,Premium,G,VVS2,1914,5.25,5.18,3.17
0.59,Ideal,F,VS2,1914,5.48,5.44,3.29
0.57,Ideal,D,VS2,1914,5.28,5.31,3.31
0.52,Ideal,D,VS1,1914,5.13,5.2,3.21
0.53,Ideal,G,VVS2,1914,5.19,5.16,3.24
0.53,Ideal,G,VVS2,1914,5.21,5.19,3.25
0.67,Premium,G,SI1,1914,5.69,5.65,3.43
0.58,Very Good,F,VS2,1914,5.39,5.36,3.26
0.7,Premium,I,SI1,1914,5.69,5.64,3.5
